day,hour,date,day_of_week,registered,casual,total,temperature,rain_mm3,rain,windspeed
2018-09-01,1,2018-09-01 01:00:00+02:00,Saturday,474,17,491,25.2,0.0,0.0,0.95
2018-09-01,2,2018-09-01 02:00:00+02:00,Saturday,369,3,372,24.3,0.0,0.0,0.95
2018-09-01,3,2018-09-01 03:00:00+02:00,Saturday,290,2,292,22.9,0.0,0.0,0.95
2018-09-01,4,2018-09-01 04:00:00+02:00,Saturday,208,2,210,22.6,0.0,0.0,0.95
2018-09-01,5,2018-09-01 05:00:00+02:00,Saturday,152,1,153,21.9,0.0,0.0,0.95
2018-09-01,6,2018-09-01 06:00:00+02:00,Saturday,127,2,129,21.4,0.0,0.0,0.95
2018-09-01,7,2018-09-01 07:00:00+02:00,Saturday,101,1,102,21.0,0.0,0.0,0.95
2018-09-01,8,2018-09-01 08:00:00+02:00,Saturday,142,1,143,20.6,0.0,0.0,0.95
2018-09-01,9,2018-09-01 09:00:00+02:00,Saturday,237,0,237,22.0,0.0,0.0,0.95
2018-09-01,10,2018-09-01 10:00:00+02:00,Saturday,290,9,299,24.5,0.0,0.0,0.95
2018-09-01,11,2018-09-01 11:00:00+02:00,Saturday,389,21,410,26.7,0.0,0.0,0.95
2018-09-01,12,2018-09-01 12:00:00+02:00,Saturday,474,25,499,27.7,0.0,0.0,0.95
2018-09-01,13,2018-09-01 13:00:00+02:00,Saturday,490,21,511,29.2,0.0,0.0,0.95
2018-09-01,14,2018-09-01 14:00:00+02:00,Saturday,460,14,474,30.6,0.0,0.0,0.95
2018-09-01,15,2018-09-01 15:00:00+02:00,Saturday,352,10,362,32.7,0.0,0.0,0.95
2018-09-01,16,2018-09-01 16:00:00+02:00,Saturday,452,19,471,34.6,0.0,0.0,0.95
2018-09-01,17,2018-09-01 17:00:00+02:00,Saturday,486,24,510,34.7,0.0,0.0,0.95
2018-09-01,18,2018-09-01 18:00:00+02:00,Saturday,475,18,493,34.3,0.0,0.0,0.95
2018-09-01,19,2018-09-01 19:00:00+02:00,Saturday,656,22,678,34.0,0.0,0.0,0.95
2018-09-01,20,2018-09-01 20:00:00+02:00,Saturday,688,17,705,32.3,0.0,0.0,0.95
2018-09-01,21,2018-09-01 21:00:00+02:00,Saturday,599,13,612,28.5,0.0,0.0,0.95
2018-09-01,22,2018-09-01 22:00:00+02:00,Saturday,494,11,505,25.9,0.0,0.0,0.95
2018-09-01,23,2018-09-01 23:00:00+02:00,Saturday,413,23,436,24.9,0.0,0.0,0.95
2018-09-02,0,2018-09-02 00:00:00+02:00,Sunday,470,6,476,24.3,0.0,0.0,1.7
2018-09-02,1,2018-09-02 01:00:00+02:00,Sunday,448,9,457,25.3,0.0,0.0,1.7
2018-09-02,2,2018-09-02 02:00:00+02:00,Sunday,357,0,357,26.2,0.0,0.0,1.7
2018-09-02,3,2018-09-02 03:00:00+02:00,Sunday,241,2,243,24.7,0.0,0.0,1.7
2018-09-02,4,2018-09-02 04:00:00+02:00,Sunday,176,5,181,23.6,0.0,0.0,1.7
2018-09-02,5,2018-09-02 05:00:00+02:00,Sunday,164,1,165,23.0,0.0,0.0,1.7
2018-09-02,6,2018-09-02 06:00:00+02:00,Sunday,149,3,152,22.5,0.0,0.0,1.7
2018-09-02,7,2018-09-02 07:00:00+02:00,Sunday,85,0,85,22.2,0.0,0.0,1.7
2018-09-02,8,2018-09-02 08:00:00+02:00,Sunday,112,8,120,22.5,0.0,0.0,1.7
2018-09-02,9,2018-09-02 09:00:00+02:00,Sunday,151,2,153,23.6,0.0,0.0,1.7
2018-09-02,10,2018-09-02 10:00:00+02:00,Sunday,272,11,283,26.0,0.0,0.0,1.7
2018-09-02,11,2018-09-02 11:00:00+02:00,Sunday,354,31,385,28.2,0.0,0.0,1.7
2018-09-02,12,2018-09-02 12:00:00+02:00,Sunday,460,35,495,28.4,0.0,0.0,1.7
2018-09-02,13,2018-09-02 13:00:00+02:00,Sunday,475,24,499,31.2,0.0,0.0,1.7
2018-09-02,14,2018-09-02 14:00:00+02:00,Sunday,464,27,491,32.1,0.0,0.0,1.7
2018-09-02,15,2018-09-02 15:00:00+02:00,Sunday,372,19,391,33.7,0.0,0.0,1.7
2018-09-02,16,2018-09-02 16:00:00+02:00,Sunday,412,12,424,37.2,0.0,0.0,1.7
2018-09-02,17,2018-09-02 17:00:00+02:00,Sunday,421,39,460,37.2,0.0,0.0,1.7
2018-09-02,18,2018-09-02 18:00:00+02:00,Sunday,557,23,580,36.0,0.0,0.0,1.7
2018-09-02,19,2018-09-02 19:00:00+02:00,Sunday,636,28,664,35.4,0.0,0.0,1.7
2018-09-02,20,2018-09-02 20:00:00+02:00,Sunday,679,11,690,33.3,0.0,0.0,1.7
2018-09-02,21,2018-09-02 21:00:00+02:00,Sunday,565,25,590,29.5,0.0,0.0,1.7
2018-09-02,22,2018-09-02 22:00:00+02:00,Sunday,413,11,424,27.4,0.0,0.0,1.7
2018-09-02,23,2018-09-02 23:00:00+02:00,Sunday,373,4,377,26.9,0.0,0.0,1.7
2018-09-03,0,2018-09-03 00:00:00+02:00,Monday,250,4,254,25.3,0.0,0.0,1.7
2018-09-03,1,2018-09-03 01:00:00+02:00,Monday,157,4,161,24.6,0.0,0.0,1.7
2018-09-03,2,2018-09-03 02:00:00+02:00,Monday,95,0,95,23.6,0.0,0.0,1.7
2018-09-03,3,2018-09-03 03:00:00+02:00,Monday,64,0,64,21.8,0.0,0.0,1.7
2018-09-03,4,2018-09-03 04:00:00+02:00,Monday,53,0,53,21.6,0.0,0.0,1.7
2018-09-03,5,2018-09-03 05:00:00+02:00,Monday,62,0,62,24.6,0.0,0.0,1.7
2018-09-03,6,2018-09-03 06:00:00+02:00,Monday,101,1,102,24.1,0.0,0.0,1.7
2018-09-03,7,2018-09-03 07:00:00+02:00,Monday,485,1,486,22.9,0.0,0.0,1.7
2018-09-03,8,2018-09-03 08:00:00+02:00,Monday,1136,3,1139,20.9,0.0,0.0,1.7
2018-09-03,9,2018-09-03 09:00:00+02:00,Monday,828,2,830,22.0,0.0,0.0,1.7
2018-09-03,10,2018-09-03 10:00:00+02:00,Monday,421,6,427,25.0,0.0,0.0,1.7
2018-09-03,11,2018-09-03 11:00:00+02:00,Monday,416,8,424,25.6,0.0,0.0,1.7
2018-09-03,12,2018-09-03 12:00:00+02:00,Monday,437,12,449,27.6,0.0,0.0,1.7
2018-09-03,13,2018-09-03 13:00:00+02:00,Monday,579,17,596,30.7,0.0,0.0,1.7
2018-09-03,14,2018-09-03 14:00:00+02:00,Monday,856,17,873,31.7,0.0,0.0,1.7
2018-09-03,15,2018-09-03 15:00:00+02:00,Monday,953,12,965,31.1,0.0,0.0,1.7
2018-09-03,16,2018-09-03 16:00:00+02:00,Monday,745,12,757,33.6,0.0,0.0,1.7
2018-09-03,17,2018-09-03 17:00:00+02:00,Monday,804,20,824,33.6,0.0,0.0,1.7
2018-09-03,18,2018-09-03 18:00:00+02:00,Monday,1123,15,1138,33.1,0.0,0.0,1.7
2018-09-03,19,2018-09-03 19:00:00+02:00,Monday,1129,20,1149,31.6,0.0,0.0,1.7
2018-09-03,20,2018-09-03 20:00:00+02:00,Monday,974,13,987,29.7,0.0,0.0,1.7
2018-09-03,21,2018-09-03 21:00:00+02:00,Monday,752,4,756,27.5,0.0,0.0,1.7
2018-09-03,22,2018-09-03 22:00:00+02:00,Monday,501,3,504,25.9,0.0,0.0,1.7
2018-09-03,23,2018-09-03 23:00:00+02:00,Monday,395,2,397,23.9,0.0,0.0,1.7
2018-09-04,0,2018-09-04 00:00:00+02:00,Tuesday,351,14,365,24.3,0.0,0.0,1.1
2018-09-04,1,2018-09-04 01:00:00+02:00,Tuesday,212,18,230,22.4,0.0,0.0,1.1
2018-09-04,2,2018-09-04 02:00:00+02:00,Tuesday,129,3,132,22.7,0.0,0.0,1.1
2018-09-04,3,2018-09-04 03:00:00+02:00,Tuesday,75,2,77,20.1,0.0,0.0,1.1
2018-09-04,4,2018-09-04 04:00:00+02:00,Tuesday,50,0,50,21.0,0.0,0.0,1.1
2018-09-04,5,2018-09-04 05:00:00+02:00,Tuesday,51,0,51,20.1,0.0,0.0,1.1
2018-09-04,6,2018-09-04 06:00:00+02:00,Tuesday,111,1,112,17.8,0.0,0.0,1.1
2018-09-04,7,2018-09-04 07:00:00+02:00,Tuesday,525,2,527,17.0,0.0,0.0,1.1
2018-09-04,8,2018-09-04 08:00:00+02:00,Tuesday,1215,1,1216,16.7,0.0,0.0,1.1
2018-09-04,9,2018-09-04 09:00:00+02:00,Tuesday,911,0,911,18.6,0.0,0.0,1.1
2018-09-04,10,2018-09-04 10:00:00+02:00,Tuesday,471,4,475,22.6,0.0,0.0,1.1
2018-09-04,11,2018-09-04 11:00:00+02:00,Tuesday,449,6,455,24.0,0.0,0.0,1.1
2018-09-04,12,2018-09-04 12:00:00+02:00,Tuesday,460,12,472,,,,
2018-09-04,13,2018-09-04 13:00:00+02:00,Tuesday,656,13,669,26.1,0.0,0.0,1.1
2018-09-04,14,2018-09-04 14:00:00+02:00,Tuesday,929,8,937,29.8,0.0,0.0,1.1
2018-09-04,15,2018-09-04 15:00:00+02:00,Tuesday,1022,12,1034,29.4,0.0,0.0,1.1
2018-09-04,16,2018-09-04 16:00:00+02:00,Tuesday,784,14,798,30.6,0.0,0.0,1.1
2018-09-04,17,2018-09-04 17:00:00+02:00,Tuesday,866,12,878,29.7,0.0,0.0,1.1
2018-09-04,18,2018-09-04 18:00:00+02:00,Tuesday,1232,13,1245,30.7,0.0,0.0,1.1
2018-09-04,19,2018-09-04 19:00:00+02:00,Tuesday,1255,8,1263,29.6,0.0,0.0,1.1
2018-09-04,20,2018-09-04 20:00:00+02:00,Tuesday,1116,14,1130,28.1,0.0,0.0,1.1
2018-09-04,21,2018-09-04 21:00:00+02:00,Tuesday,766,9,775,25.6,0.0,0.0,1.1
2018-09-04,22,2018-09-04 22:00:00+02:00,Tuesday,539,5,544,23.0,0.0,0.0,1.1
2018-09-04,23,2018-09-04 23:00:00+02:00,Tuesday,460,4,464,22.0,0.0,0.0,1.1
2018-09-05,0,2018-09-05 00:00:00+02:00,Wednesday,432,9,441,21.1,0.0,0.0,2.35
2018-09-05,1,2018-09-05 01:00:00+02:00,Wednesday,219,1,220,20.7,0.0,0.0,2.35
2018-09-05,2,2018-09-05 02:00:00+02:00,Wednesday,146,0,146,19.9,0.0,0.0,2.35
2018-09-05,3,2018-09-05 03:00:00+02:00,Wednesday,94,0,94,19.6,0.0,0.0,2.35
2018-09-05,4,2018-09-05 04:00:00+02:00,Wednesday,54,0,54,17.9,0.0,0.0,2.35
2018-09-05,5,2018-09-05 05:00:00+02:00,Wednesday,51,1,52,16.9,0.0,0.0,2.35
2018-09-05,6,2018-09-05 06:00:00+02:00,Wednesday,116,0,116,16.6,0.0,0.0,2.35
2018-09-05,7,2018-09-05 07:00:00+02:00,Wednesday,536,0,536,16.9,0.0,0.0,2.35
2018-09-05,8,2018-09-05 08:00:00+02:00,Wednesday,1198,3,1201,16.5,0.0,0.0,2.35
2018-09-05,9,2018-09-05 09:00:00+02:00,Wednesday,968,3,971,18.4,0.0,0.0,2.35
2018-09-05,10,2018-09-05 10:00:00+02:00,Wednesday,500,5,505,20.2,0.0,0.0,2.35
2018-09-05,11,2018-09-05 11:00:00+02:00,Wednesday,471,11,482,24.7,0.0,0.0,2.35
2018-09-05,12,2018-09-05 12:00:00+02:00,Wednesday,492,8,500,25.7,0.0,0.0,2.35
2018-09-05,13,2018-09-05 13:00:00+02:00,Wednesday,622,13,635,27.6,0.0,0.0,2.35
2018-09-05,14,2018-09-05 14:00:00+02:00,Wednesday,924,9,933,26.8,0.0,0.0,2.35
2018-09-05,15,2018-09-05 15:00:00+02:00,Wednesday,1029,12,1041,28.1,0.0,0.0,2.35
2018-09-05,16,2018-09-05 16:00:00+02:00,Wednesday,803,8,811,28.8,0.0,0.0,2.35
2018-09-05,17,2018-09-05 17:00:00+02:00,Wednesday,854,11,865,28.5,0.0,0.0,2.35
2018-09-05,18,2018-09-05 18:00:00+02:00,Wednesday,1182,14,1196,28.6,0.0,0.0,2.35
2018-09-05,19,2018-09-05 19:00:00+02:00,Wednesday,1254,5,1259,27.5,0.0,0.0,2.35
2018-09-05,20,2018-09-05 20:00:00+02:00,Wednesday,1086,15,1101,25.7,0.0,0.0,2.35
2018-09-05,21,2018-09-05 21:00:00+02:00,Wednesday,823,6,829,23.6,0.0,0.0,2.35
2018-09-05,22,2018-09-05 22:00:00+02:00,Wednesday,472,6,478,22.3,0.0,0.0,2.35
2018-09-05,23,2018-09-05 23:00:00+02:00,Wednesday,536,5,541,21.1,0.0,0.0,2.35
2018-09-06,0,2018-09-06 00:00:00+02:00,Thursday,439,11,450,19.3,0.0,0.0,1.0
2018-09-06,1,2018-09-06 01:00:00+02:00,Thursday,243,0,243,18.2,0.0,0.0,1.0
2018-09-06,2,2018-09-06 02:00:00+02:00,Thursday,141,2,143,17.9,0.0,0.0,1.0
2018-09-06,3,2018-09-06 03:00:00+02:00,Thursday,79,0,79,16.7,0.0,0.0,1.0
2018-09-06,4,2018-09-06 04:00:00+02:00,Thursday,52,0,52,16.3,0.0,0.0,1.0
2018-09-06,5,2018-09-06 05:00:00+02:00,Thursday,55,0,55,16.8,0.0,0.0,1.0
2018-09-06,6,2018-09-06 06:00:00+02:00,Thursday,120,1,121,16.4,0.0,0.0,1.0
2018-09-06,7,2018-09-06 07:00:00+02:00,Thursday,520,0,520,16.6,0.0,0.0,1.0
2018-09-06,8,2018-09-06 08:00:00+02:00,Thursday,1194,3,1197,16.5,0.0,0.0,1.0
2018-09-06,9,2018-09-06 09:00:00+02:00,Thursday,973,3,976,17.6,0.0,0.0,1.0
2018-09-06,10,2018-09-06 10:00:00+02:00,Thursday,525,2,527,19.7,0.0,0.0,1.0
2018-09-06,11,2018-09-06 11:00:00+02:00,Thursday,485,10,495,23.8,0.0,0.0,1.0
2018-09-06,12,2018-09-06 12:00:00+02:00,Thursday,516,12,528,24.6,0.0,0.0,1.0
2018-09-06,13,2018-09-06 13:00:00+02:00,Thursday,622,11,633,24.9,0.0,0.0,1.0
2018-09-06,14,2018-09-06 14:00:00+02:00,Thursday,962,13,975,25.1,0.0,0.0,1.0
2018-09-06,15,2018-09-06 15:00:00+02:00,Thursday,1030,4,1034,27.1,0.0,0.0,1.0
2018-09-06,16,2018-09-06 16:00:00+02:00,Thursday,803,7,810,25.4,0.0,0.0,1.0
2018-09-06,17,2018-09-06 17:00:00+02:00,Thursday,860,10,870,27.3,0.0,0.0,1.0
2018-09-06,18,2018-09-06 18:00:00+02:00,Thursday,1214,9,1223,27.7,0.0,0.0,1.0
2018-09-06,19,2018-09-06 19:00:00+02:00,Thursday,1316,19,1335,25.9,0.0,0.0,1.0
2018-09-06,20,2018-09-06 20:00:00+02:00,Thursday,1095,9,1104,24.6,0.0,0.0,1.0
2018-09-06,21,2018-09-06 21:00:00+02:00,Thursday,825,4,829,23.3,0.0,0.0,1.0
2018-09-06,22,2018-09-06 22:00:00+02:00,Thursday,521,6,527,22.0,0.0,0.0,1.0
2018-09-06,23,2018-09-06 23:00:00+02:00,Thursday,539,6,545,21.3,0.0,0.0,1.0
2018-09-07,0,2018-09-07 00:00:00+02:00,Friday,495,5,500,21.0,0.0,0.0,2.5
2018-09-07,1,2018-09-07 01:00:00+02:00,Friday,266,0,266,20.0,0.0,0.0,2.5
2018-09-07,2,2018-09-07 02:00:00+02:00,Friday,199,2,201,19.0,0.0,0.0,2.5
2018-09-07,3,2018-09-07 03:00:00+02:00,Friday,116,1,117,18.3,0.0,0.0,2.5
2018-09-07,4,2018-09-07 04:00:00+02:00,Friday,79,1,80,17.6,0.0,0.0,2.5
2018-09-07,5,2018-09-07 05:00:00+02:00,Friday,68,3,71,17.1,0.0,0.0,2.5
2018-09-07,6,2018-09-07 06:00:00+02:00,Friday,103,0,103,16.9,0.0,0.0,2.5
2018-09-07,7,2018-09-07 07:00:00+02:00,Friday,523,0,523,16.7,0.0,0.0,2.5
2018-09-07,8,2018-09-07 08:00:00+02:00,Friday,1042,3,1045,16.5,0.0,0.0,2.5
2018-09-07,9,2018-09-07 09:00:00+02:00,Friday,865,5,870,17.6,0.0,0.0,2.5
2018-09-07,10,2018-09-07 10:00:00+02:00,Friday,497,1,498,19.8,0.0,0.0,2.5
2018-09-07,11,2018-09-07 11:00:00+02:00,Friday,457,15,472,22.3,0.0,0.0,2.5
2018-09-07,12,2018-09-07 12:00:00+02:00,Friday,538,13,551,23.7,0.0,0.0,2.5
2018-09-07,13,2018-09-07 13:00:00+02:00,Friday,602,20,622,25.2,0.0,0.0,2.5
2018-09-07,14,2018-09-07 14:00:00+02:00,Friday,1093,9,1102,26.3,0.0,0.0,2.5
2018-09-07,15,2018-09-07 15:00:00+02:00,Friday,1200,8,1208,29.1,0.0,0.0,2.5
2018-09-07,16,2018-09-07 16:00:00+02:00,Friday,837,14,851,29.5,0.0,0.0,2.5
2018-09-07,17,2018-09-07 17:00:00+02:00,Friday,793,21,814,28.5,0.0,0.0,2.5
2018-09-07,18,2018-09-07 18:00:00+02:00,Friday,811,18,829,27.8,0.0,0.0,2.5
2018-09-07,19,2018-09-07 19:00:00+02:00,Friday,742,5,747,28.0,0.0,0.0,2.5
2018-09-07,20,2018-09-07 20:00:00+02:00,Friday,487,3,490,25.9,0.0,0.0,2.5
2018-09-07,21,2018-09-07 21:00:00+02:00,Friday,621,5,626,18.3,0.5,1.0,2.5
2018-09-07,22,2018-09-07 22:00:00+02:00,Friday,484,9,493,20.9,0.0,0.0,2.5
2018-09-07,23,2018-09-07 23:00:00+02:00,Friday,380,6,386,20.5,0.0,0.0,2.5
2018-09-08,0,2018-09-08 00:00:00+02:00,Saturday,482,5,487,20.6,0.0,0.0,1.55
2018-09-08,1,2018-09-08 01:00:00+02:00,Saturday,427,6,433,20.2,0.0,0.0,1.55
2018-09-08,2,2018-09-08 02:00:00+02:00,Saturday,385,2,387,19.5,0.0,0.0,1.55
2018-09-08,3,2018-09-08 03:00:00+02:00,Saturday,284,1,285,18.7,0.0,0.0,1.55
2018-09-08,4,2018-09-08 04:00:00+02:00,Saturday,207,1,208,18.8,0.0,0.0,1.55
2018-09-08,5,2018-09-08 05:00:00+02:00,Saturday,177,3,180,18.4,0.0,0.0,1.55
2018-09-08,6,2018-09-08 06:00:00+02:00,Saturday,132,4,136,18.3,0.0,0.0,1.55
2018-09-08,7,2018-09-08 07:00:00+02:00,Saturday,95,0,95,17.8,0.0,0.0,1.55
2018-09-08,8,2018-09-08 08:00:00+02:00,Saturday,134,0,134,17.7,0.0,0.0,1.55
2018-09-08,9,2018-09-08 09:00:00+02:00,Saturday,181,0,181,18.3,0.0,0.0,1.55
2018-09-08,10,2018-09-08 10:00:00+02:00,Saturday,295,11,306,20.0,0.0,0.0,1.55
2018-09-08,11,2018-09-08 11:00:00+02:00,Saturday,362,9,371,19.8,0.0,0.0,1.55
2018-09-08,12,2018-09-08 12:00:00+02:00,Saturday,210,11,221,20.1,0.0,0.0,1.55
2018-09-08,13,2018-09-08 13:00:00+02:00,Saturday,263,4,267,20.5,0.5,1.0,1.55
2018-09-08,14,2018-09-08 14:00:00+02:00,Saturday,353,11,364,20.7,0.2,1.0,1.55
2018-09-08,15,2018-09-08 15:00:00+02:00,Saturday,373,11,384,21.9,0.4,1.0,1.55
2018-09-08,16,2018-09-08 16:00:00+02:00,Saturday,441,15,456,21.4,0.0,0.0,1.55
2018-09-08,17,2018-09-08 17:00:00+02:00,Saturday,383,13,396,20.7,0.3,1.0,1.55
2018-09-08,18,2018-09-08 18:00:00+02:00,Saturday,475,21,496,20.0,0.3,1.0,1.55
2018-09-08,19,2018-09-08 19:00:00+02:00,Saturday,671,24,695,20.0,0.0,0.0,1.55
2018-09-08,20,2018-09-08 20:00:00+02:00,Saturday,624,8,632,20.1,0.0,0.0,1.55
2018-09-08,21,2018-09-08 21:00:00+02:00,Saturday,603,10,613,18.5,0.0,0.0,1.55
2018-09-08,22,2018-09-08 22:00:00+02:00,Saturday,414,9,423,17.6,0.0,0.0,1.55
2018-09-08,23,2018-09-08 23:00:00+02:00,Saturday,343,14,357,16.8,0.0,0.0,1.55
2018-09-09,0,2018-09-09 00:00:00+02:00,Sunday,437,10,447,16.3,0.0,0.0,0.7
2018-09-09,1,2018-09-09 01:00:00+02:00,Sunday,445,12,457,15.4,0.0,0.0,0.7
2018-09-09,2,2018-09-09 02:00:00+02:00,Sunday,379,2,381,15.1,0.0,0.0,0.7
2018-09-09,3,2018-09-09 03:00:00+02:00,Sunday,330,8,338,15.1,0.0,0.0,0.7
2018-09-09,4,2018-09-09 04:00:00+02:00,Sunday,196,2,198,14.3,0.0,0.0,0.7
2018-09-09,5,2018-09-09 05:00:00+02:00,Sunday,170,3,173,14.2,0.0,0.0,0.7
2018-09-09,6,2018-09-09 06:00:00+02:00,Sunday,147,0,147,14.4,0.0,0.0,0.7
2018-09-09,7,2018-09-09 07:00:00+02:00,Sunday,88,1,89,13.5,0.0,0.0,0.7
2018-09-09,8,2018-09-09 08:00:00+02:00,Sunday,114,2,116,13.1,0.0,0.0,0.7
2018-09-09,9,2018-09-09 09:00:00+02:00,Sunday,160,3,163,15.3,0.0,0.0,0.7
2018-09-09,10,2018-09-09 10:00:00+02:00,Sunday,258,10,268,20.0,0.0,0.0,0.7
2018-09-09,11,2018-09-09 11:00:00+02:00,Sunday,379,29,408,20.8,0.0,0.0,0.7
2018-09-09,12,2018-09-09 12:00:00+02:00,Sunday,484,45,529,23.5,0.0,0.0,0.7
2018-09-09,13,2018-09-09 13:00:00+02:00,Sunday,549,43,592,24.5,0.0,0.0,0.7
2018-09-09,14,2018-09-09 14:00:00+02:00,Sunday,554,40,594,26.4,0.0,0.0,0.7
2018-09-09,15,2018-09-09 15:00:00+02:00,Sunday,379,57,436,27.9,0.0,0.0,0.7
2018-09-09,16,2018-09-09 16:00:00+02:00,Sunday,537,50,587,27.8,0.0,0.0,0.7
2018-09-09,17,2018-09-09 17:00:00+02:00,Sunday,645,42,687,28.4,0.0,0.0,0.7
2018-09-09,18,2018-09-09 18:00:00+02:00,Sunday,645,39,684,28.7,0.0,0.0,0.7
2018-09-09,19,2018-09-09 19:00:00+02:00,Sunday,658,33,691,28.0,0.0,0.0,0.7
2018-09-09,20,2018-09-09 20:00:00+02:00,Sunday,672,17,689,25.8,0.0,0.0,0.7
2018-09-09,21,2018-09-09 21:00:00+02:00,Sunday,585,24,609,23.5,0.0,0.0,0.7
2018-09-09,22,2018-09-09 22:00:00+02:00,Sunday,448,7,455,21.8,0.0,0.0,0.7
2018-09-09,23,2018-09-09 23:00:00+02:00,Sunday,383,23,406,22.5,0.0,0.0,0.7
2018-09-10,0,2018-09-10 00:00:00+02:00,Monday,370,4,374,22.7,0.0,0.0,1.8
2018-09-10,1,2018-09-10 01:00:00+02:00,Monday,200,5,205,21.7,0.0,0.0,1.8
2018-09-10,2,2018-09-10 02:00:00+02:00,Monday,107,3,110,21.0,0.0,0.0,1.8
